the;0.0401838
to;0.0243805
of;0.0205957
a;0.0195582
I;0.0170176
and;0.0168549
is;0.0132531
in;0.0123345
that;0.0114749
it;0.00811128
for;0.00809861
you;0.00713653
on;0.00608371
be;0.00607637
have;0.00572971
are;0.00550857
with;0.00537898
not;0.00516607
this;0.00495937
the;0.00492865
or;0.00453028
as;0.00450606
was;0.00428827
but;0.0036647
at;0.00333821
in;0.00323635
from;0.00319617
by;0.00318724
an;0.00296894
if;0.00293426
they;0.00284022
about;0.00278568
would;0.00274626
can;0.00271224
one;0.0026783
my;0.00267568
will;0.00260243
all;0.00258019
do;0.00243054
has;0.00232097
like;0.00213221
there;0.00212694
me;0.002122
writes;0.00211624
out;0.00210243
your;0.00209659
what;0.00207384
which;0.00205958
some;0.00201669
so;0.00200472
we;0.00192512
more;0.00191887
who;0.00182256
any;0.0018066
don't;0.00180247
up;0.0017788
get;0.00173927
am;0.00172152
if;0.00170564
just;0.00170116
he;0.00167853
no;0.00167345
other;0.0016423
people;0.00163039
know;0.00158253
only;0.00155878
their;0.00155658
than;0.00155111
this;0.00152515
it;0.00152292
think;0.00151887
when;0.00151685
them;0.00151365
been;0.00149513
time;0.00147283
had;0.0014672
were;0.00140304
and;0.00132269
note;0.00131215
his;0.00128763
should;0.00123732
use;0.0011565
then;0.00112006
also;0.00110857
good;0.00109158
how;0.00108499
could;0.00108333
way;0.0010553
very;0.00104614
into;0.00103779
much;0.000991244
make;0.000980431
because;0.0009755
these;0.00095987
does;0.000945879
see;0.000936212
may;0.000934654
as;0.000922899
page;0.000896299
pm;0.000894723
even;0.000891153
you;0.00089067
two;0.000890048
want;0.00088464
it's;0.000851347
most;0.00082975
new;0.00082905
many;0.000828994
well;0.00082898
such;0.000822866
really;0.000820755
first;0.000820668
same;0.000803764
those;0.000796571
our;0.000786967
now;0.000786668
say;0.000785711
work;0.000785665
being;0.000785514
used;0.000783275
too;0.000756343
anyone;0.000755451
here;0.000752037
where;0.000748964
over;0.000747072
what;0.000746071
right;0.000736154
but;0.000735061
problem;0.000723516
did;0.000721922
something;0.000705678
go;0.000704021
there;0.000673641
its;0.000671432
her;0.000671045
back;0.000667504
file;0.000665373
we;0.000661927
still;0.000646422
need;0.000630114
said;0.000622991
find;0.000622799
years;0.000620444
off;0.000615077
things;0.00061089
him;0.000607049
after;0.000604052
point;0.000603767
before;0.000596905
take;0.000593248
us;0.000591858
going;0.000591079
they;0.000587689
might;0.000584691
mail;0.000576827
since;0.000574533
never;0.000574283
better;0.000569497
read;0.000561673
name;0.000561156
got;0.000558126
long;0.000556262
someone;0.000553567
she;0.000550901
can't;0.000550023
why;0.000546895
last;0.000546485
few;0.000545013
all;0.000543528
my;0.000541775
number;0.000541118
must;0.000532997
using;0.000531747
own;0.000528424
little;0.000527156
doesn't;0.000527057
made;0.00052645
down;0.000517547
believe;0.00051682
he;0.000511659
so;0.000510409
while;0.00050062
line;0.000500474
both;0.000500012
around;0.000499713
another;0.000499297
through;0.000495322
for;0.000494651
thing;0.000488467
without;0.000485498
case;0.000481492
also;0.000481082
no;0.000478078
between;0.000477389
year;0.00047659
set;0.000475011
sure;0.000469141
probably;0.000463751
seems;0.000462047
enough;0.0004575
didn't;0.000455557
different;0.000453653
least;0.000452851
group;0.000450065
else;0.000443544
put;0.000441331
lot;0.000438642
direct;0.000436729
each;0.00043313
it's;0.000431565
information;0.000430463
part;0.000426422
how;0.00042316
any;0.000423087
question;0.000423015
old;0.000422421
real;0.000421189
course;0.000419372
anything;0.000419139
fact;0.000416958
when;0.000407198
best;0.000406695
call;0.000403119
end;0.000402872
give;0.000397944
help;0.00039726
demand;0.000396595
at;0.00039426
is;0.000391236
come;0.000389291
called;0.000387951
person;0.000386855
either;0.000386259
under;0.000384776
run;0.000384511
try;0.000382811
done;0.000381839
though;0.000380168
always;0.000375745
list;0.000375522
look;0.000373818
news;0.000372809
world;0.000370582
thought;0.00036948
far;0.000367012
again;0.000366023
available;0.000361479
seen;0.000361237
quite;0.000359987
rather;0.000358661
to;0.000358626
less;0.000358557
life;0.000357996
one;0.00035651
day;0.000356385
problems;0.000356341
great;0.000353219
software;0.000352093
found;0.000350933
tell;0.000350582
women;0.000350006
every;0.000349558
ever;0.000344874
against;0.000344022
place;0.000340132
after;0.000339734
general;0.000339507
support;0.000338289
having;0.00033689
mean;0.000336364
above;0.000335995
heard;0.000334873
thanks;0.000332651
doing;0.000332622
able;0.000330506
high;0.000329508
from;0.000328726
next;0.0003287
state;0.000328546
change;0.000328395
book;0.000325924
now;0.000325194
talk;0.000324484
well;0.000322513
new;0.000321208
possible;0.000320242
please;0.000319638
bad;0.00031903
does;0.000318925
seem;0.000318042
man;0.000316672
following;0.000314951
send;0.00031448
example;0.00031432
several;0.000314198
isn't;0.000313986
computer;0.000313922
reason;0.000313349
that;0.000312421
trying;0.000311532
getting;0.000311282
you're;0.000309331
TRUE;0.000309322
feel;0.000309151
wrong;0.000308075
type;0.000307822
let;0.000307688
stuff;0.000307418
keep;0.000307348
hard;0.00030606
left;0.000305048
idea;0.000304981
show;0.000304836
post;0.000302597
says;0.000302248
power;0.000300417
remember;0.000300306
looking;0.000298428
why;0.000298213
until;0.000297855
game;0.000297768
local;0.000296652
non;0.000295771
ago;0.000295262
others;0.00029375
car;0.000292927
are;0.00029038
actually;0.000289235
posting;0.000288322
that's;0.000287615
three;0.000287577
yet;0.000285813
message;0.00028522
away;0.0002821
computer;0.000281414
machine;0.000279189
makes;0.000278782
interested;0.000277375
files;0.000276709
kind;0.000275997
large;0.000274956
sun;0.000273863
current;0.000272561
already;0.000272287
order;0.000272255
small;0.000271898
means;0.000271619
times;0.00027131
government;0.000271153
space;0.00027056
free;0.000270258
systems;0.000270188
running;0.00027004
second;0.000268609
however;0.000267057
money;0.000265626
nothing;0.000264341
